key_addr,title,url
---,徳島県立埋蔵文化財総合センター　「レキシル とくしま」オフィシャルサイト - とくしま埋文ニュース,http://awakouko.info/modules/bulletin/index.php?page=archive&year=2005&month=8
http://awakouko.info/modules/bulletin/index.php?page=archive&year=2005&month=8,徳島県立埋蔵文化財総合センター,http://awakouko.info/modules/bulletin/index.php?page=article&storyid=11
